,baths,type,sqft,central_air,community_outdoor_space,garage_2_or_more,community_security_features,farm,encoded_city,encoded_state,sold_price,sold_price,sold_price
232,1,4,-0.9861394860196222,1,1,0,1,1,-0.3371369767587063,-0.3459997817208812,69750.0,69750.0,69750.0
233,2,7,-0.4921042151561725,0,1,0,1,0,-0.3371369767587063,-0.3459997817208812,225000.0,225000.0,225000.0
234,3,9,1.4869036106817466,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,345000.0,345000.0,345000.0
235,3,7,0.001931055707277,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,259900.0,259900.0,259900.0
236,2,9,1.2652088663097536,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,350000.0,350000.0,350000.0
237,2,9,0.9288444265729368,0,0,1,0,0,-0.3371369767587063,-0.3459997817208812,282000.0,282000.0,282000.0
238,6,9,3.699073150428141,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,542500.0,542500.0,542500.0
239,3,9,2.0564297643270386,0,1,1,0,0,-0.3371369767587063,-0.3459997817208812,450000.0,450000.0,450000.0
240,1,7,-0.1356725787305116,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,215000.0,215000.0,215000.0
241,2,9,2.780760006714843,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,362500.0,362500.0,362500.0
242,3,7,1.8729582517433203,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,425000.0,425000.0,425000.0
243,2,7,0.1223342358403421,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,265000.0,265000.0,265000.0
244,2,7,0.2886052941193368,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,305000.0,305000.0,305000.0
245,1,4,-1.0855198886691362,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,60000.0,60000.0,60000.0
246,3,6,-0.2512978548900423,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,137000.0,137000.0,137000.0
247,1,4,-0.9823171628407948,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,65000.0,65000.0,65000.0
248,2,9,1.041602960348347,0,0,1,0,0,-0.3371369767587063,-0.3459997817208812,350000.0,350000.0,350000.0
249,3,9,3.461133532546131,0,1,1,0,0,-0.3371369767587063,-0.3459997817208812,440000.0,440000.0,440000.0
250,1,4,-0.9956952939666908,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,57000.0,57000.0,57000.0
251,2,9,0.0439766106743791,0,0,1,0,0,-0.3371369767587063,-0.3459997817208812,230000.0,230000.0,230000.0
252,3,9,2.0277623404858325,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,350000.0,350000.0,350000.0
253,2,9,-0.0018912674715503,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,280000.0,280000.0,280000.0
254,3,9,1.2308079577003064,0,0,1,0,0,-0.3371369767587063,-0.3459997817208812,370000.0,370000.0,370000.0
255,3,9,1.0072020517388998,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,300000.0,300000.0,300000.0
256,3,9,0.3746075656429547,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,360000.0,360000.0,360000.0
257,6,9,3.2661950504259307,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,610000.0,610000.0,610000.0
258,2,4,-0.6755757277398907,1,1,0,0,0,-0.3371369767587063,-0.3459997817208812,123000.0,123000.0,123000.0
259,4,9,2.6890242504229835,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,325000.0,325000.0,325000.0
260,2,7,0.2026030225957188,1,0,0,0,0,-0.3371369767587063,-0.3459997817208812,300000.0,300000.0,300000.0
261,1,4,-0.9861394860196222,1,1,0,0,0,-0.3371369767587063,-0.3459997817208812,65000.0,65000.0,65000.0
262,3,9,0.7797738225986658,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,380000.0,380000.0,380000.0
263,1,7,-0.6115518144945308,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,261250.0,261250.0,261250.0
264,0,10,-1.607267002579085,0,0,0,0,1,-0.3371369767587063,-0.3459997817208812,25000.0,25000.0,25000.0
265,3,9,0.6049025371673094,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,303000.0,303000.0,303000.0
266,1,9,5.014907904739495,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,307000.0,307000.0,307000.0
267,2,9,1.924559614657491,0,1,1,0,0,-0.3371369767587063,-0.3459997817208812,285000.0,285000.0,285000.0
268,4,7,2.5972884941311247,1,1,0,0,0,-0.3371369767587063,-0.3459997817208812,700000.0,700000.0,700000.0
269,2,7,-0.1643400025717175,0,0,0,0,0,-0.3371369767587063,-0.3459997817208812,220000.0,220000.0,220000.0
270,6,9,2.022028855717591,0,1,0,0,0,-0.3371369767587063,-0.3459997817208812,412000.0,412000.0,412000.0
271,3,7,1.4028125007475425,0,0,1,0,1,-0.3371369767587063,-0.3459997817208812,290000.0,290000.0,290000.0
272,2,7,-0.1089163164787193,1,0,1,0,1,-0.4292758206722796,-0.438530928780323,355000.0,355000.0,355000.0
273,2,6,-0.5905290370109797,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,154900.0,154900.0,154900.0
274,2,6,-0.5905290370109797,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,154000.0,154000.0,154000.0
275,3,7,0.3191838795499565,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,340000.0,340000.0,340000.0
276,3,7,0.4988330689548472,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,430000.0,430000.0,430000.0
277,2,7,-0.5236383813814991,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,250000.0,250000.0,250000.0
278,2,7,0.3803410504111959,1,0,1,0,1,-0.4292758206722796,-0.438530928780323,325000.0,325000.0,325000.0
279,2,7,-0.0315142721074632,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,410000.0,410000.0,410000.0
280,3,7,0.059265903389689,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,374000.0,374000.0,374000.0
281,3,7,0.6488592537238252,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,320000.0,320000.0,320000.0
282,3,6,0.0497100954426203,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,275000.0,275000.0,275000.0
283,4,7,0.5332339775642945,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,401000.0,401000.0,401000.0
284,3,7,0.2704492590199063,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,800000.0,800000.0,800000.0
285,1,7,-0.5637727747591875,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,265000.0,265000.0,265000.0
286,3,7,0.1605574676286167,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,335000.0,335000.0,335000.0
287,2,7,0.3946747623317989,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,285000.0,285000.0,285000.0
288,2,4,-0.6516862078722191,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,118000.0,118000.0,118000.0
289,2,6,0.1166007510721009,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,249900.0,249900.0,249900.0
290,2,6,-0.4414584330367087,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,250000.0,250000.0,250000.0
291,2,7,0.0611770649791027,0,0,0,0,0,-0.4292758206722796,-0.438530928780323,285000.0,285000.0,285000.0
292,2,6,-0.403235201248434,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,180000.0,180000.0,180000.0
293,3,6,-0.1509618714458214,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,145000.0,145000.0,145000.0
294,3,7,1.340699749091596,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,405000.0,405000.0,405000.0
295,1,1,-0.6707978237663564,0,0,0,0,0,-0.4292758206722796,-0.438530928780323,75000.0,75000.0,75000.0
296,3,7,0.8485756398175601,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,505000.0,505000.0,505000.0
297,3,6,0.2608934510728377,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,241000.0,241000.0,241000.0
298,3,6,-0.3076771217777474,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,217000.0,217000.0,217000.0
299,4,7,2.388971880885028,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,510000.0,510000.0,510000.0
300,2,7,0.5963023100149476,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,250000.0,250000.0,250000.0
301,0,9,1.3435664914757166,0,0,0,0,0,-0.4292758206722796,-0.438530928780323,280000.0,280000.0,280000.0
302,2,7,-0.6660199197928222,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,250000.0,250000.0,250000.0
303,2,4,-0.8428023668135923,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,115000.0,115000.0,115000.0
304,2,7,0.0841110040520675,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,290000.0,290000.0,290000.0
305,2,6,-0.5905290370109797,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,149900.0,149900.0,149900.0
306,2,7,0.2494264815363553,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,450000.0,450000.0,450000.0
307,3,7,0.4950107457760198,0,0,0,0,0,-0.4292758206722796,-0.438530928780323,283000.0,283000.0,283000.0
308,1,7,-0.5905290370109797,1,0,0,0,1,-0.4292758206722796,-0.438530928780323,231000.0,231000.0,231000.0
309,3,7,1.0396917987589334,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,585000.0,585000.0,585000.0
310,2,6,-0.4586588873414322,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,300000.0,300000.0,300000.0
311,3,7,1.767844364325565,1,0,1,0,1,-0.4292758206722796,-0.438530928780323,455555.0,455555.0,455555.0
312,3,7,0.5905688252467064,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,390000.0,390000.0,390000.0
313,2,7,0.1070449431250323,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,405000.0,405000.0,405000.0
314,2,6,0.158646306039203,1,0,1,0,0,-0.4292758206722796,-0.438530928780323,279000.0,279000.0,279000.0
315,3,6,0.3812966312059028,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,319999.0,319999.0,319999.0
316,2,7,-0.531283027739154,1,0,0,0,0,-0.4292758206722796,-0.438530928780323,135500.0,135500.0,135500.0
317,2,7,0.1357123669662382,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,410000.0,410000.0,410000.0
318,3,7,0.8017521808769237,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,490000.0,490000.0,490000.0
319,2,7,-0.6000848449580484,1,0,0,0,0,-0.3984452446355893,-0.4075690841987454,211000.0,211000.0,211000.0
320,2,4,-0.6287522687992544,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,200000.0,200000.0,200000.0
321,3,6,0.1051337815356185,1,0,0,0,0,-0.3984452446355893,-0.4075690841987454,284900.0,284900.0,284900.0
322,2,7,-0.3688342926389868,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,415000.0,415000.0,415000.0
323,2,7,-0.4395472714472949,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,194628.0,194628.0,194628.0
324,2,7,0.8619537709434563,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,520000.0,520000.0,520000.0
325,2,7,-0.5408388356862227,0,1,0,0,0,-0.3984452446355893,-0.4075690841987454,68000.0,68000.0,68000.0
326,2,6,-0.7204880250911134,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,145000.0,145000.0,145000.0
327,2,6,-0.0324698529021701,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,350000.0,350000.0,350000.0
328,2,7,-0.1624288409823038,0,0,1,0,0,-0.3984452446355893,-0.4075690841987454,169500.0,169500.0,169500.0
329,2,7,-0.2589425012476973,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,297000.0,297000.0,297000.0
330,3,7,0.941266976904126,1,0,1,0,0,-0.3984452446355893,-0.4075690841987454,570000.0,570000.0,570000.0
331,3,7,0.0821998424626537,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,460000.0,460000.0,460000.0
332,2,7,-0.0554037919751348,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,312000.0,312000.0,312000.0
333,2,7,0.201647441801012,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,425000.0,425000.0,425000.0
334,2,6,-0.4854151495932244,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,244500.0,244500.0,244500.0
335,2,7,0.0229538331908281,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,299000.0,299000.0,299000.0
336,2,7,-0.567595097938015,0,0,0,0,0,-0.3984452446355893,-0.4075690841987454,59000.0,59000.0,59000.0
337,1,7,-0.795023327078249,1,0,0,0,0,-0.3984452446355893,-0.4075690841987454,79000.0,79000.0,79000.0
338,4,7,1.5279935848541415,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,660000.0,660000.0,660000.0
339,4,7,1.226985634521479,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,570000.0,570000.0,570000.0
340,0,10,-1.607267002579085,0,0,0,0,0,-0.3984452446355893,-0.4075690841987454,60000.0,60000.0,60000.0
341,0,10,-1.607267002579085,0,0,0,0,0,-0.3984452446355893,-0.4075690841987454,55000.0,55000.0,55000.0
342,2,7,-0.4127910091955026,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,228000.0,228000.0,228000.0
343,3,4,-0.4519698217784841,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,151000.0,151000.0,151000.0
344,3,7,0.7243501365056676,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,430000.0,430000.0,430000.0
345,2,7,-0.5207716389973785,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,172000.0,172000.0,172000.0
346,2,7,-0.2197636886647158,1,1,0,0,1,-0.3984452446355893,-0.4075690841987454,295000.0,295000.0,295000.0
347,3,7,-0.1624288409823038,0,0,0,0,0,-0.3984452446355893,-0.4075690841987454,185000.0,185000.0,185000.0
348,2,7,-0.1232500283993223,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,282000.0,282000.0,282000.0
349,3,7,0.3468957225964556,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,472500.0,472500.0,472500.0
350,1,4,-0.9288046383372102,1,0,0,1,0,-0.3984452446355893,-0.4075690841987454,68000.0,68000.0,68000.0
351,3,7,0.9441337192882469,1,1,1,1,0,-0.3984452446355893,-0.4075690841987454,810000.0,810000.0,810000.0
352,2,6,-0.6899094396604938,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,194900.0,194900.0,194900.0
353,2,7,0.1748911795492197,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,278000.0,278000.0,278000.0
354,2,7,0.8676872557116975,1,0,0,0,0,-0.3984452446355893,-0.4075690841987454,236000.0,236000.0,236000.0
355,2,7,0.4214310245835911,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,415000.0,415000.0,415000.0
356,2,1,-0.5035711846926549,1,1,0,0,0,-0.3984452446355893,-0.4075690841987454,112000.0,112000.0,112000.0
357,3,7,0.4395870596830216,1,0,1,0,0,-0.3984452446355893,-0.4075690841987454,559900.0,559900.0,559900.0
358,2,7,-0.4147021707849164,1,1,1,0,0,-0.3984452446355893,-0.4075690841987454,234900.0,234900.0,234900.0
359,2,1,-0.6402192383357367,1,0,0,0,0,-0.3984452446355893,-0.4075690841987454,50000.0,50000.0,50000.0
360,8,9,2.492174606713369,1,0,0,0,0,-0.3984452446355893,-0.4075690841987454,425000.0,425000.0,425000.0
361,4,7,0.7988854384928031,1,1,1,1,0,-0.3984452446355893,-0.4075690841987454,875000.0,875000.0,875000.0
362,3,6,-0.5723730019115493,1,1,1,1,0,-0.3984452446355893,-0.4075690841987454,200000.0,200000.0,200000.0
363,2,4,-0.6488194654880985,1,1,1,1,0,0.5202684456979569,0.6061361962814524,388000.0,388000.0,388000.0
364,1,4,-0.5255495429709128,1,1,0,1,0,0.5202684456979569,0.6061361962814524,232000.0,232000.0,232000.0
365,3,7,-0.5064379270767755,1,1,0,1,0,0.5202684456979569,0.6061361962814524,395000.0,395000.0,395000.0
366,1,4,-0.9383604462842788,1,1,0,1,0,0.0380283372859076,0.6061361962814524,136000.0,136000.0,136000.0
367,1,4,-0.545616739659757,1,0,0,1,0,0.0380283372859076,0.6061361962814524,287000.0,287000.0,287000.0
368,3,7,0.686126904717393,1,1,1,1,0,0.5202684456979569,0.6061361962814524,330000.0,330000.0,330000.0
369,0,10,-1.607267002579085,0,0,0,0,0,0.5202684456979569,0.6061361962814524,270000.0,270000.0,270000.0
370,1,4,-0.8504470131712472,1,1,0,1,0,0.5202684456979569,0.6061361962814524,154000.0,154000.0,154000.0
371,2,4,-0.5953069409845141,1,1,0,1,0,0.5202684456979569,0.6061361962814524,350000.0,350000.0,350000.0
372,3,6,-0.1672067449558381,1,1,0,1,0,0.5202684456979569,0.6061361962814524,225900.0,225900.0,225900.0
373,2,7,-0.2952545714465582,0,0,0,0,1,0.5202684456979569,0.6061361962814524,188000.0,188000.0,188000.0
374,2,7,0.3478513033911625,1,1,0,1,0,0.5202684456979569,0.6061361962814524,642500.0,642500.0,642500.0
375,2,7,-0.2235860118435432,1,0,0,0,0,0.0307194093581232,0.6061361962814524,325000.0,325000.0,325000.0
376,5,7,3.673272468971055,1,1,1,0,0,0.5202684456979569,0.6061361962814524,620000.0,620000.0,620000.0
377,1,4,-1.052074560854396,1,1,0,1,0,0.5202684456979569,0.6061361962814524,247400.0,247400.0,247400.0
378,1,7,-0.7281326714487684,0,0,0,0,0,0.5202684456979569,0.6061361962814524,135000.0,135000.0,135000.0
379,4,6,0.4376758980936078,1,1,1,1,0,0.0380283372859076,0.6061361962814524,585000.0,585000.0,585000.0
380,3,4,-0.30385479859892,1,1,1,1,0,0.5202684456979569,0.6061361962814524,230000.0,230000.0,230000.0
381,1,4,-0.8561804979394884,1,1,0,1,1,0.5202684456979569,0.6061361962814524,220000.0,220000.0,220000.0
382,5,7,2.758781648436585,1,1,1,1,0,0.5202684456979569,0.6061361962814524,1915000.0,1915000.0,1915000.0
383,3,6,-0.1461839674722871,1,0,0,1,0,0.5202684456979569,0.6061361962814524,200000.0,200000.0,200000.0
384,5,7,3.614982040493937,1,1,1,0,0,0.0380283372859076,0.6061361962814524,1375000.0,1375000.0,1375000.0
385,4,6,-1.607267002579085,1,1,1,1,0,0.0380283372859076,0.6061361962814524,710000.0,710000.0,710000.0
386,2,7,-0.3650119694601594,1,0,0,0,0,0.5202684456979569,0.6061361962814524,200000.0,200000.0,200000.0
387,2,4,-0.3506782575395564,1,1,1,1,0,0.5202684456979569,0.6061361962814524,670000.0,670000.0,670000.0
388,5,7,3.841454688839464,0,1,1,1,0,0.5202684456979569,0.6061361962814524,1410000.0,1410000.0,1410000.0
389,4,6,1.0110243749177272,1,1,1,1,0,0.0380283372859076,0.6061361962814524,710000.0,710000.0,710000.0
390,3,4,0.8476200590228533,1,0,1,1,0,0.5202684456979569,0.6061361962814524,2600000.0,2600000.0,2600000.0
391,4,6,0.4682544835242275,1,1,1,1,0,0.5202684456979569,0.6061361962814524,530000.0,530000.0,530000.0
392,0,9,-1.607267002579085,1,0,0,0,0,0.5202684456979569,0.6061361962814524,410000.0,410000.0,410000.0
393,2,4,-0.4070575244272615,1,0,0,1,0,0.5202684456979569,0.6061361962814524,210000.0,210000.0,210000.0
394,3,7,-1.607267002579085,1,1,0,1,0,0.5202684456979569,0.6061361962814524,565000.0,565000.0,565000.0
395,3,4,0.0172203484225869,1,1,1,1,0,0.5202684456979569,0.6061361962814524,705000.0,705000.0,705000.0
396,3,6,-0.30385479859892,0,1,0,0,0,0.5202684456979569,0.6061361962814524,240000.0,240000.0,240000.0
397,1,7,-0.5695062595274286,1,1,0,1,0,0.5202684456979569,0.6061361962814524,420000.0,420000.0,420000.0
398,3,4,0.8523979629963876,1,0,0,1,0,0.5202684456979569,0.6061361962814524,1400000.0,1400000.0,1400000.0
399,2,4,-0.3048103793936269,1,0,1,1,0,0.5202684456979569,0.6061361962814524,390000.0,390000.0,390000.0
400,3,4,1.4563250252511268,0,1,0,1,0,0.5202684456979569,0.6061361962814524,1180000.0,1180000.0,1180000.0
401,3,7,0.0114868636543457,0,0,0,0,0,0.5202684456979569,0.6061361962814524,340000.0,340000.0,340000.0
402,3,6,-0.0783377310480996,1,1,0,1,0,0.5202684456979569,0.6061361962814524,250000.0,250000.0,250000.0
403,1,7,-0.7128433787334585,0,1,0,0,0,0.5202684456979569,0.6061361962814524,89500.0,89500.0,89500.0
404,3,6,0.20833650736396,1,1,0,1,0,0.5202684456979569,0.6061361962814524,525000.0,525000.0,525000.0
405,2,6,-0.1022272509157713,1,1,0,1,0,0.5202684456979569,0.6061361962814524,225000.0,225000.0,225000.0
406,2,7,0.1596018868339099,1,1,0,0,0,0.5202684456979569,0.6061361962814524,467500.0,467500.0,467500.0
407,1,4,-0.8045791350253176,1,1,0,1,0,0.5202684456979569,0.6061361962814524,305000.0,305000.0,305000.0
408,3,6,-0.3000324754200925,0,0,0,1,0,0.5202684456979569,0.6061361962814524,226000.0,226000.0,226000.0
409,5,7,2.015339790154643,1,1,1,1,1,0.5202684456979569,0.6061361962814524,988750.0,988750.0,988750.0
410,1,7,-1.0415631721126204,0,0,0,0,0,0.0402012802414376,0.0329450830788628,880000.0,880000.0,880000.0
411,1,7,-0.8437579476082991,0,0,0,0,0,0.0402012802414376,0.0329450830788628,1048000.0,1048000.0,1048000.0
412,2,7,1.205962857037928,0,0,0,0,0,0.0402012802414376,0.0329450830788628,1100000.0,1100000.0,1100000.0
413,3,6,-0.3430336111819014,1,1,1,0,1,-0.7675510718859909,-0.3116877263184738,304000.0,304000.0,304000.0
414,2,7,-0.6497750462828054,0,1,1,0,1,-0.7675510718859909,-0.3116877263184738,220000.0,220000.0,220000.0
415,1,7,-0.8045791350253176,1,0,0,0,0,-0.7675510718859909,-0.3116877263184738,25000.0,25000.0,25000.0
416,1,7,-0.737688479395837,1,0,0,0,0,-0.7675510718859909,-0.3116877263184738,165000.0,165000.0,165000.0
417,1,7,-0.3114994449565749,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,253000.0,253000.0,253000.0
418,3,7,0.0344208027273105,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,315000.0,315000.0,315000.0
419,1,7,-0.5274607045603266,0,0,0,0,0,-0.7675510718859909,-0.3116877263184738,97000.0,97000.0,97000.0
420,1,7,-0.232186238995905,1,0,0,0,0,-0.7675510718859909,-0.3116877263184738,136000.0,136000.0,136000.0
421,1,7,-0.8389800436347649,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,153000.0,153000.0,153000.0
422,3,7,-0.118472124425788,1,1,1,0,1,-0.7675510718859909,-0.3116877263184738,354900.0,354900.0,354900.0
423,1,4,-0.7233547674752341,0,0,0,0,0,-0.7675510718859909,-0.3116877263184738,165000.0,165000.0,165000.0
424,2,4,-0.4548365641626047,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,274000.0,274000.0,274000.0
425,2,7,-0.4395472714472949,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,214000.0,214000.0,214000.0
426,1,7,-0.9192488303901416,0,1,0,0,0,-0.7675510718859909,-0.3116877263184738,109000.0,109000.0,109000.0
427,2,6,-0.3573673231025044,1,0,0,0,0,-0.7675510718859909,-0.3116877263184738,155000.0,155000.0,155000.0
428,2,7,-0.5723730019115493,1,1,1,0,1,-0.7675510718859909,-0.3116877263184738,259500.0,259500.0,259500.0
429,1,7,-0.6469083038986848,1,0,1,0,1,-0.7675510718859909,-0.3116877263184738,185000.0,185000.0,185000.0
430,2,7,-0.2914322482677307,1,1,0,0,0,-0.7675510718859909,-0.3116877263184738,272000.0,272000.0,272000.0
431,2,7,-0.7816451959523528,1,1,0,0,1,-0.7675510718859909,-0.3116877263184738,185000.0,185000.0,185000.0
432,2,7,-0.1834516184658549,1,0,0,0,0,-0.7675510718859909,-0.3116877263184738,230000.0,230000.0,230000.0
433,1,7,-0.9651167085360712,1,0,0,0,1,-0.7675510718859909,-0.3116877263184738,159900.0,159900.0,159900.0
434,1,7,-0.9192488303901416,1,0,0,0,1,-0.7675510718859909,-0.3116877263184738,69500.0,69500.0,69500.0
435,3,7,-0.2493866933006286,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,399900.0,399900.0,399900.0
436,2,7,-0.5771509058850836,1,0,0,0,0,-0.7675510718859909,-0.3116877263184738,172000.0,172000.0,172000.0
437,2,4,-0.6153741376733582,1,1,0,0,0,-0.7675510718859909,-0.3116877263184738,155000.0,155000.0,155000.0
438,3,7,2.0784081226052966,1,1,0,0,0,-0.7675510718859909,-0.3116877263184738,355000.0,355000.0,355000.0
439,3,7,0.0755107768997057,1,0,1,0,0,-0.7675510718859909,-0.3116877263184738,332500.0,332500.0,332500.0
440,2,9,-0.2312306582011981,1,0,1,0,0,-0.7675510718859909,-0.3116877263184738,235000.0,235000.0,235000.0
441,1,7,-0.788334261515301,1,0,0,0,0,-0.7675510718859909,-0.3116877263184738,160000.0,160000.0,160000.0
442,2,7,-0.6727089853557702,1,1,0,0,1,-0.7675510718859909,-0.3116877263184738,212000.0,212000.0,212000.0
443,3,7,0.2188478961057356,0,0,1,0,1,-0.7675510718859909,-0.3116877263184738,197000.0,197000.0,197000.0
444,2,7,-0.8437579476082991,1,1,0,0,0,-0.7675510718859909,-0.3116877263184738,234000.0,234000.0,234000.0
445,2,7,-0.6191964608521857,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,240000.0,240000.0,240000.0
446,2,7,-0.574284163500963,0,1,0,0,1,-0.7675510718859909,-0.3116877263184738,114000.0,114000.0,114000.0
447,3,7,-0.2092522999229402,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,280000.0,280000.0,280000.0
448,0,10,-1.607267002579085,0,0,0,0,1,0.0494536932601207,-0.3116877263184738,2016000.0,2016000.0,2016000.0
449,2,7,-0.873380952244212,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,232000.0,232000.0,232000.0
450,1,7,-0.7109322171440448,0,1,0,0,1,-0.7675510718859909,-0.3116877263184738,335000.0,335000.0,335000.0
451,3,7,-0.1127386396575468,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,379990.0,379990.0,379990.0
452,2,7,-0.2828320211153689,1,1,1,0,0,-0.7675510718859909,-0.3116877263184738,245000.0,245000.0,245000.0
453,1,7,-0.7625335800582156,1,1,0,0,0,-0.7675510718859909,-0.3116877263184738,172900.0,172900.0,172900.0
454,1,7,-0.7711338072105773,1,1,0,0,1,-0.7675510718859909,-0.3116877263184738,145000.0,145000.0,145000.0
455,0,10,-1.607267002579085,0,0,0,0,0,0.0494536932601207,-0.3116877263184738,310000.0,310000.0,310000.0
456,0,10,-1.607267002579085,0,0,0,0,0,0.0494536932601207,-0.3116877263184738,820000.0,820000.0,820000.0
457,0,10,-1.607267002579085,0,0,0,0,1,0.0494536932601207,-0.3116877263184738,2016000.0,2016000.0,2016000.0
458,2,7,-0.0439368224386524,1,1,0,0,0,-0.7675510718859909,-0.3116877263184738,335000.0,335000.0,335000.0
459,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,32900.0,32900.0,32900.0
460,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,12900.0,12900.0,12900.0
461,2,7,1.0320471524012784,1,0,0,0,0,-1.113534222914744,-1.1257027246837543,512000.0,512000.0,512000.0
462,2,7,-0.2025632343599922,0,1,1,0,1,-1.113534222914744,-1.1257027246837543,240000.0,240000.0,240000.0
463,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,29900.0,29900.0,29900.0
